order_date,order_line,order_id,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
2014-01-22T00:00:00Z,23,1118,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,24,1118,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,25,1118,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-24T00:00:00Z,1,1119,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,2,1119,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,3,1119,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,4,1119,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,5,1119,4,1570,6280,Synapse Disc 105,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,6,1119,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,7,1119,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,8,1119,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,9,1119,1,815,815,Trail 5,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,10,1119,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,11,1119,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,12,1119,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,13,1119,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,14,1119,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,15,1119,2,1950,3900,Slice 105,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,16,1119,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,17,1119,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,18,1119,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,19,1119,7,4260,29820,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,20,1119,2,2660,5320,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-28T00:00:00Z,1,1120,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-28T00:00:00Z,2,1120,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-28T00:00:00Z,3,1120,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1,1121,3,8200,24600,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,2,1121,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,3,1121,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,4,1121,1,980,980,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,5,1121,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,6,1121,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,7,1121,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,8,1121,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,9,1121,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,10,1121,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,11,1121,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,12,1121,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,13,1121,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,14,1121,2,2240,4480,Supersix Evo 105,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,15,1121,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,16,1121,3,3200,9600,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,17,1121,2,4800,9600,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,18,1121,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,19,1121,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,20,1121,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,21,1121,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,22,1121,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,23,1121,1,7990,7990,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,24,1121,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,25,1121,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,26,1121,2,6390,12780,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,27,1121,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,28,1121,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,29,1121,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,30,1121,4,3940,15760,Supersix Evo Red,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1,1122,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,2,1122,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,3,1122,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,4,1122,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,5,1122,5,5330,26650,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,6,1122,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,7,1122,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,8,1122,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,9,1122,3,980,2940,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,10,1122,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,11,1122,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,12,1122,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1,1123,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,2,1123,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,3,1123,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,4,1123,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,5,1123,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,6,1123,1,7000,7000,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,7,1123,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,8,1123,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,9,1123,2,4800,9600,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,10,1123,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,11,1123,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-04T00:00:00Z,1,1124,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,New York Cycles,New York,NY
2014-02-10T00:00:00Z,1,1125,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-02-11T00:00:00Z,1,1126,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,2,1126,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,3,1126,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,4,1126,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,5,1126,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,6,1126,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1,1127,2,1410,2820,CAAD8 105,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2014-02-11T00:00:00Z,2,1127,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2014-02-11T00:00:00Z,3,1127,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2014-02-12T00:00:00Z,1,1128,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-12T00:00:00Z,1,1129,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,2,1129,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,3,1129,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,4,1129,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,5,1129,1,5860,5860,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,6,1129,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,7,1129,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,8,1129,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,9,1129,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,10,1129,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,11,1129,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,12,1129,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1,1130,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,2,1130,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,3,1130,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,4,1130,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,5,1130,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,6,1130,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,7,1130,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,8,1130,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,9,1130,2,2240,4480,Synapse Carbon 105,Road,Endurance Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,10,1130,2,3940,7880,Supersix Evo Red,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,11,1130,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,12,1130,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,13,1130,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,14,1130,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,15,1130,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,16,1130,2,6390,12780,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,17,1130,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,18,1130,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,19,1130,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,20,1130,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-13T00:00:00Z,1,1131,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2014-02-13T00:00:00Z,1,1132,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-13T00:00:00Z,2,1132,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-13T00:00:00Z,3,1132,1,6390,6390,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1,1133,8,2770,22160,Beast of the East 1,Mountain,Trail,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2014-02-14T00:00:00Z,1,1134,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,2,1134,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,3,1134,2,3730,7460,Fat CAAD1,Mountain,Fat Bike,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,4,1134,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,5,1134,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,6,1134,2,9060,18120,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,7,1134,2,3840,7680,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,8,1134,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,9,1134,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,10,1134,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,11,1134,2,6390,12780,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,12,1134,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,13,1134,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,14,1134,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,15,1134,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,16,1134,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,17,1134,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,18,1134,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,19,1134,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,20,1134,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,21,1134,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,22,1134,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,23,1134,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,24,1134,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,25,1134,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,26,1134,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,27,1134,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,28,1134,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,29,1134,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,30,1134,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1,1135,2,1620,3240,Beast of the East 3,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-18T00:00:00Z,1,1136,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,2,1136,1,815,815,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,3,1136,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,4,1136,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,5,1136,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-02-19T00:00:00Z,1,1137,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,2,1137,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,3,1137,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,4,1137,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,5,1137,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,6,1137,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,1,1138,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,2,1138,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,3,1138,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,4,1138,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,5,1138,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,6,1138,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,7,1138,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,8,1138,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,9,1138,1,5860,5860,CAAD12 Black Inc,Road,Elite Road,Aluminum,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,10,1138,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,11,1138,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,12,1138,2,1250,2500,CAAD8 Tiagra,Road,Elite Road,Aluminum,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,13,1138,2,415,830,Catalyst 4,Mountain,Sport,Aluminum,Wichita Speed,Wichita,KS
2014-02-19T00:00:00Z,14,1138,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Wichita Speed,Wichita,KS
